19;CEMAR;EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A;06272793000184;19;CEMAR;Distribuidor;ATIVO;Distribuição;NORTE;Não
20;ENERGISA MT;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;03467321000199;20;ENERGISA MT;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
21;CEMIG H COMERCIALIZACAO;COMPANHIA ENERGETICA DE MINAS GERAIS-CEMIG;17155730000164;21;CEMIG;Distribuidor;ENCERRADO;Distribuição;SUDESTE;Não
22;CEPISA;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A;06840748000189;22;CEPISA;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
23;CESP;CESP - COMPANHIA ENERGETICA DE SAO PAULO;60933603000178;23;CESP;Gerador;ATIVO;Geração;SUDESTE;Não
24;AMPLA;AMPLA ENERGIA E SERVICOS S.A.;33050071000158;24;AMPLA;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
25;CGTESUL;COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL;02016507000169;25;CGTEE;Gerador;ATIVO;Geração;SUL;Não
26;CHESF;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;33541368000116;26;CHESF;Gerador;ATIVO;Geração;NORDESTE;Não
30;COELBA;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA;15139629000194;30;COELBA;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
31;COELCE;COMPANHIA ENERGETICA DO CEARA;07047251000170;31;COELCE;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
33;COSERN;COMPANHIA ENERGETICA DO RIO GRANDE DO NORTE COSERN;08324196000181;33;COSERN;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
34;CPFL PAULISTA;COMPANHIA PAULISTA DE FORCA E LUZ;33050196000188;34;CPFL PAULISTA;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
35;CPFL GERACAO;CPFL GERACAO DE ENERGIA S/A;03953509000147;35;CPFL GERACAO;Gerador;ATIVO;Geração;SUDESTE;Não
36;VMZ;NEXA RECURSOS MINERAIS S.A.;42416651000107;36;VMZ;Autoprodutor;ATIVO;Geração;SUDESTE;Não
37;CSN ENERGIA;CSN ENERGIA S/A;03537249000129;37;CSN ENERGIA;Comercializador;ATIVO;Comercialização;SUDESTE;Não
39;CVRD;VALE S.A.;33592510000154;39;CVRD;Autoprodutor;ATIVO;Geração;SUDESTE;Não
40;DFESA;DONA FRANCISCA ENERGETICA S.A.;02832860000206;40;DFESA;Produtor Independente;ATIVO;Geração;SUL;Não
41;RIO PARANAPAN;RIO PARANAPANEMA ENERGIA S.A.;02998301000181;41;RIO PARANAPAN;Produtor Independente;ATIVO;Geração;SUDESTE;Não
46;ELEKTRO;ELEKTRO REDES S.A.;02328280000197;46;ELEKTRO;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
47;ELETROBRAS;CENTRAIS ELETRICAS BRASILEIRAS SA;00001180000207;47;ELETROBRAS;Comercializador;ATIVO;Comercialização;SUDESTE;Não
48;ELETRONORTE;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A ELETRONORTE;00357038000116;48;ELETRONORTE;Gerador;ATIVO;Geração;NORTE;Não
49;ELETROPAULO;ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAULO S.A.;61695227000193;49;ELETROPAULO;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
50;EMAE;EMAE - EMPRESA METROPOLITANA DE AGUAS E ENERGIA SA;02302101000142;50;EMAE;Gerador;ATIVO;Geração;SUDESTE;Não
51;ENERGISA SE;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A;13017462000163;51;ENERGISA SE;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
52;ENERGISA MS;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.;15413826000150;52;ENERGISA MS;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
53;EDP C;EDP - COMERCIALIZACAO E SERVICOS DE ENERGIA LTDA.;04149295000113;53;EDP C;Comercializador;ATIVO;Comercialização;SUDESTE;Não
55;ESCELSA;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.;28152650000171;55;ESCELSA;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
56;FURNAS;FURNAS-CENTRAIS ELETRICAS S.A.;23274194000119;56;FURNAS;Gerador;ATIVO;Geração;SUDESTE;Não
57;ENGIE BR GER;ENGIE BRASIL ENERGIA S.A.;02474103000119;57;ENGIE BR GER;Produtor Independente;ATIVO;Geração;SUL;Não
58;NC ENERGIA;NC ENERGIA S.A.;04023261000188;58;NC ENERGIA;Comercializador;ATIVO;Comercialização;NORDESTE;Não
61;ITASA;ITA ENERGETICA S/A;01355994000121;61;ITASA;Gerador;ATIVO;Geração;SUL;Não
62;ITAMBE;ITAMBE ENERGETICA S/A;03926572000194;62;ITAMBE;Comercializador;ATIVO;Comercialização;SUL;Não
63;CPFL JAGUARI;COMPANHIA JAGUARI DE ENERGIA;53859112000169;63;CPFL JAGUARI;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
64;LIGHT;LIGHT SERVICOS DE ELETRICIDADE S A;60444437000146;64;LIGHT;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
67;ROSAL;ROSAL ENERGIA S/A;03475839000174;67;ROSAL;Gerador;ATIVO;Geração;SUDESTE;Não
68;ENERGISA PB;ENERGISA PARAIBA - DISTRIBUIDORA DE ENERGIA S.A;09095183000140;68;ENERGISA PB;Distribuidor;ATIVO;Distribuição;NORDESTE;Não
69;TRADENER;TRADENER LIMITADA;02691745000170;69;TRADENER;Comercializador;ATIVO;Comercialização;SUL;Não
71;CDSA;ENEL GREEN POWER CACHOEIRA DOURADA S.A;01672223000168;71;CDSA;Gerador;ATIVO;Geração;SUDESTE;Não
72;CBA;COMPANHIA BRASILEIRA DE ALUMINIO;61409892000173;72;CBA;Autoprodutor;ATIVO;Geração;SUDESTE;Não
77;ITIQUIRA;ITIQUIRA ENERGETICA S.A;00185041000108;77;ITIQUIRA;Autoprodutor;ATIVO;Geração;SUDESTE;Não
80;CEB LAJEADO;CEB LAJEADO S/A;03677638000150;80;CEB LAJEADO;Produtor Independente;ATIVO;Geração;SUDESTE;Não
81;COPEL DISTRIB;COPEL DISTRIBUICAO S.A.;04368898000106;81;COPEL DISTRIB;Distribuidor;ATIVO;Distribuição;SUL;Não
82;COPEL GET;COPEL GERACAO E TRANSMISSAO S.A.;04370282000170;82;COPEL GET;Gerador;ATIVO;Geração;SUL;Não
87;INVESTCO;INVESTCO SA;00644907000193;87;INVESTCO;Produtor Independente;ATIVO;Geração;SUDESTE;Não
89;CPFL LAJEADO;PAULISTA LAJEADO ENERGIA S/A;03491603000121;89;CPFL LAJEADO;Produtor Independente;ATIVO;Geração;SUDESTE;Não
90;LAJEADO ENERG;LAJEADO ENERGIA S/A;03460864000184;90;LAJEADO ENERG;Produtor Independente;ATIVO;Geração;SUDESTE;Não
91;SA CARVALHO;SA CARVALHO S/A;03907799000192;91;SA CARVALHO;Gerador;ATIVO;Geração;SUDESTE;Não
94;CPFL PIRATINGA;COMPANHIA PIRATININGA DE FORCA E LUZ;04172213000151;94;CPFL PIRATINGA;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
96;CESC;COMPANHIA ENERGETICA SANTA CLARA - EM RECUPERACAO JUDICIAL;02881800000194;96;CESC;Produtor Independente;ATIVO;Geração;SUDESTE;Não
97;COMERC;COMERC COMERCIALIZADORA DE ENERGIA ELETRICA LTDA;58177643000195;97;COMERC;Comercializador;ATIVO;Comercialização;SUDESTE;Não
98;CPFL PLANALTO;CPFL PLANALTO LTDA;02150562000147;98;CPFL PLANALTO;Comercializador;ATIVO;Comercialização;SUDESTE;Não
101;VOTENER;VOTENER-VOTORANTIM COMERCIALIZADORA DE ENERGIA LTDA.;03984862000194;101;VOTENER;Comercializador;ATIVO;Comercialização;SUDESTE;Não
102;ALCOA;ALCOA ALUMINIO S/A;23637697000101;102;ALCOA;Autoprodutor;ATIVO;Geração;SUDESTE;Não
103;DMED;DME DISTRIBUICAO S.A. - DMED;23664303000104;103;DMED;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
104;ICB COM;INTERCEMENT BRASIL S.A.;62258884000136;104;ICB;Autoprodutor;ATIVO;Geração;SUDESTE;Não
112;ELECTRA ENERGY;ELECTRA COMERCIALIZADORA DE ENERGIA LTDA;04518259000180;112;ELECTRA ENERGY;Comercializador;ATIVO;Comercialização;SUL;Não
114;FOZ DO CHOPIM;FOZ DO CHOPIM ENERGETICA LTDA.;03507699000179;114;FOZ DO CHOPIM;Produtor Independente;ATIVO;Geração;SUL;Não
115;DELTA ENERGIA;DELTA COMERCIALIZADORA DE ENERGIA LTDA.;04802543000183;115;DELTA ENERGIA;Comercializador;ATIVO;Comercialização;SUDESTE;Não
116;ENGIE BR COM;ENGIE BRASIL ENERGIA COMERCIALIZADORA LTDA;04100556000100;116;ENGIE BR COM;Comercializador;ATIVO;Comercialização;SUL;Não
117;BROOKFIELDC;BROOKFIELD ENERGIA COMERCIALIZADORA LTDA;03780401000108;117;BROOKFIELDC;Comercializador;ATIVO;Comercialização;SUDESTE;Não
118;CPFL BRASIL;CPFL COMERCIALIZACAO BRASIL S.A.;04973790000142;118;CPFL BRASIL;Comercializador;ATIVO;Comercialização;SUDESTE;Não
119;ITAPEBI;ITAPEBI GERACAO DE ENERGIA SA;02397080000196;119;ITAPEBI;Produtor Independente;ATIVO;Geração;NORDESTE;Não
120;VALE ENERGIA;VALE ENERGIA S.A;02207392000190;120;VALE ENERGIA;Comercializador;ATIVO;Comercialização;SUDESTE;Não
121;BROOKFIELD;BROOKFIELD ENERGIA RENOVAVEL S.A.;02808298000196;121;BROOKFIELD;Produtor Independente;ATIVO;Geração;SUL;Não
122;PBEN;PETROBRAS COMERCIALIZADORA DE ENERGIA S.A;05195759000190;122;PBEN;Comercializador;ATIVO;Comercialização;SUDESTE;Não
125;RIMA;RIMA ENERGETICA LTDA;05209046000139;125;RIMA;Comercializador;ATIVO;Comercialização;SUDESTE;Não
126;CPFL MERIDION;CLION ASSESSORIA E COMERCIALIZACAO DE ENERGIA ELETRICA LTDA;04785914000166;126;CPFL MERIDION;Comercializador;ATIVO;Comercialização;SUL;Não
127;CINCO ESTRELAS;CINCO ESTRELAS AGROPECUARIA E PARTICIPACAO LTDA;01360601000178;127;CINCO ESTRELAS;Autoprodutor;ATIVO;Geração;SUDESTE;Não
128;QGE;IBITU ENERGETICA S.A EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL;03299819000190;128;QGE;Produtor Independente;ATIVO;Geração;SUDESTE;Não
130;TANGARA;TANGARA ENERGIA S/A;03573381000196;130;TANGARA;Produtor Independente;ATIVO;Geração;SUDESTE;Não
132;HORIZONTES;HORIZONTES ENERGIA S/A;04451926000154;132;HORIZONTES;Produtor Independente;ATIVO;Geração;SUDESTE;Não
134;NORTE FLU;USINA TERMELETRICA NORTE FLUMINENSE S/A;03258983000159;134;NORTE FLU;Produtor Independente;ATIVO;Geração;SUDESTE;Não
135;PETROBRAS PIE;PETROLEO BRASILEIRO S A PETROBRAS;33000167000101;135;PETROBRAS PIE;Produtor Independente;ATIVO;Geração;SUDESTE;Não
137;TERMOPE;TERMOPERNAMBUCO S/A;03795050000109;137;TERMOPE;Produtor Independente;ATIVO;Geração;NORDESTE;Não
140;CGTF;CGTF CENTRAL GERADORA TERMELETRICA FORTALEZA S.A.;04659917000153;140;CGTF;Produtor Independente;ATIVO;Geração;NORDESTE;Não
142;EKCE;ELEKTRO COMERCIALIZADORA DE ENERGIA LTDA.;01644193000186;142;EKCE;Comercializador;ATIVO;Comercialização;SUDESTE;Não
143;ECOM;ECOM ENERGIA LTDA.;05352237000155;143;ECOM;Comercializador;ATIVO;Comercialização;SUDESTE;Não
144;ESPORA;ESPORA ENERGETICA S.A;04592906000101;144;ESPORA;Produtor Independente;ATIVO;Geração;SUDESTE;Não
146;DCELT;DCELT - DISTRIBUIDORA CATARINENSE DE ENERGIA ELETRICA LTDA;83855973000130;146;DCELT;Distribuidor;ATIVO;Distribuição;SUL;Não
151;NOVELIS;NOVELIS DO BRASIL LTDA.;60561800000103;151;NOVELIS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
152;CEC;COMPANHIA ENERGETICA CHAPECO - CEC;04041804000190;152;CEC;Produtor Independente;ATIVO;Geração;SUDESTE;Não
153;HGE;HEIDRICH GERACAO ELETRICA LTDA;04554491000173;153;HGE;Produtor Independente;ATIVO;Geração;SUL;Não
155;CMU;CMU ENERGIA LTDA;05827554000180;155;CMU;Comercializador;ATIVO;Comercialização;SUDESTE;Não
156;LAGES BIOENERG;LAGES BIOENERGETICA LTDA;05210535000100;156;LAGES BIOENERG;Produtor Independente;ATIVO;Geração;SUL;Não
182;TERMOCABO;TERMOCABO S.A.;04623135000164;182;TERMOCABO;Produtor Independente;ATIVO;Geração;SUDESTE;Não
190;ICEE;IGUACU COMERCIALIZADORA DE ENERGIA ELETRICA LTDA;04569045000132;190;ICEE;Comercializador;ATIVO;Comercialização;SUL;Não
192;UTE COCAL;COCAL TERMOELETRICA S/A;04813138000160;192;UTE COCAL;Produtor Independente;ATIVO;Geração;SUDESTE;Não
195;SUNITY;SUNITY COMERCIALIZADORA DE ENERGIA S.A.;03358698000100;195;SUNITY;Comercializador;ATIVO;Comercialização;SUDESTE;Não
198;CUMMINS;CUMMINS BRASIL LIMITADA;43201151000110;198;CUMMINS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
201;CHEMTRADE;CHEMTRADE BRASIL LTDA;03461875000189;201;CHEMTRADE;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
202;CERAN;CERAN - COMPANHIA ENERGETICA RIO DAS ANTAS;04237975000199;202;CERAN;Produtor Independente;ATIVO;Geração;SUL;Não
1036;CIPLAN;CIPLAN CIMENTO PLANALTO SA;00057240000122;1036;CIPLAN;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1037;PIE - RP;PIERP COMERCIALIZADORA DE ENERGIA S/A;04810290000190;1037;PIE - RP;Comercializador;ATIVO;Comercialização;SUDESTE;Não
1040;ENECEL;ENECEL ENERGIA, COMERCIALIZACAO E CONSULTORIA ENERGETICA EIRELI;25466251000197;1040;ENECEL;Comercializador;ATIVO;Comercialização;SUDESTE;Não
1044;ADM;ADM DO BRASIL LTDA;02003402000175;1044;ADM;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1046;DURA UBE;DEXCO S.A;97837181000147;1046;DURA UBE;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1051;SABESP;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;43776517000180;1051;SABESP;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1052;APERAM;APERAM INOX AMERICA DO SUL S.A.;33390170000189;1052;APERAM;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1053;BELGO CONT;BELGO BEKAERT ARAMES LTDA;61074506000130;1053;BELGO CONT;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1056;ARCELOR JF COM;ARCELORMITTAL BRASIL S.A.;17469701000177;1056;ARCELOR JF;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1058;BMB VESP;BMB BELGO MINEIRA BEKAERT ARTEFATOS DE ARAME LTDA;18786988000121;1058;BMB VESP;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1060;CBMM;COMPANHIA BRASILEIRA DE METALURGIA E MINERACAO;33131541000108;1060;CBMM;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1061;ICAL;ICAL INDUSTRIA DE CALCINACAO LTDA EM RECUPERACAO JUDICIAL;17157264000156;1061;ICAL;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1065;FUNDIMIG;FUNDIMIG INDUSTRIA DE PECAS E COMPONENTES LTDA;17381542000154;1065;FUNDIMIG;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1066;INTERCAST;INTERCAST S/A;02326750000183;1066;INTERCAST;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1067;FERLIG;FERLIG FERRO LIGA LTDA - EM RECUPERACAO JUDICIAL;22482228000106;1067;FERLIG;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1068;LIASA;LIGAS DE ALUMINIO SA LIASA;17221771000101;1068;LIASA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1069;CPFL CONE SUL;CPFL COMERCIALIZACAO DE ENERGIA CONE SUL LTDA.;02190883000175;1069;CPFL CONE SUL;Comercializador;ATIVO;Comercialização;SUDESTE;Não
1072;MAGOTTEAUX;MAGOTTEAUX BRASIL LTDA;43790666000101;1072;MAGOTTEAUX;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1074;FLAMMA AUTOMOTIVA;FLAMMA AUTOMOTIVA S/A;01002612000186;1074;FLAMMA AUTOMOTIVA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1078;THYSSEN METAL;THYSSENKRUPP METALURGICA SANTA LUZIA LTDA;18206524000107;1078;THYSSEN METAL;Consumidor Livre;ENCERRADO;Comercialização;NULL;Não
1079;ANGLOGOLD CSM;ANGLOGOLD ASHANTI CORREGO DO SITIO MINERACAO S.A.;18565382000166;1079;ANGLOGOLD CSM;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1080;TUPI;CIMENTO TUPI S.A. EM RECUPERACAO JUDICIAL;33039223000111;1080;TUPI;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1082;UMSA;USIMINAS MECANICA SA;17500224000165;1082;UMSA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1083;UNIFI;UNIFI DO BRASIL LTDA.;03013973000153;1083;UNIFI;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1085;INONIBRAS;INONIBRAS INOCULANTES E FERRO LIGAS NIPO BRASILEIROS SA;18891036000178;1085;INONIBRAS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1086;WHITE MARTINS;WHITE MARTINS GASES INDUSTRIAIS LTDA;35820448000136;1086;WHITE MARTINS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1087;MERCEDES-BENZ;MERCEDES-BENZ DO BRASIL LTDA.;59104273003730;1087;MERCEDES-BENZ;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1089;CEDRO SANTO;COMPANHIA DE FIACAO E TECIDOS SANTO ANTONIO;25582727000155;1089;CEDRO SANTO;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1090;ECLSA;EMPRESA DE CIMENTOS LIZ S.A;33920299000313;1090;ECLSA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1091;NEMAK;NEMAK ALUMINIO DO BRASIL LTDA;04721073000123;1091;NEMAK;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1092;PRYSMIAN CABOS;PRYSMIAN CABOS E SISTEMAS DO BRASIL S/A;61150751000260;1092;PRYSMIAN CABOS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1096;AGUAS GUARIROBA;AGUAS GUARIROBA SA;04089570000150;1096;AGUAS GUARIROBA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1097;SG CANALIZACAO ITAUNA;SAINT-GOBAIN CANALIZACAO LTDA;28672087007507;1097;SG CANALIZACAO ITAUNA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1098;JOST;JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA;00843966000190;1098;JOST;Consumidor Especial;ATIVO;Comercialização;SUL;Não
1104;BRASKEM;BRASKEM S.A;42150391000170;1104;BRASKEM;Consumidor Livre;ATIVO;Comercialização;NORDESTE;Não
1106;MINASLIGAS;MINASLIGAS S.A.;16933590000145;1106;MINASLIGAS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1108;TEKSID;TEKSID DO BRASIL LTDA;16694812000114;1108;TEKSID;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1109;KINROSS PIE UHE;KINROSS BRASIL MINERACAO S/A;20346524000146;1109;KINROSS;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1112;IBG;IBG INDUSTRIA BRASILEIRA DE GASES LTDA;67423152000178;1112;IBG;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1113;BR METALS;BR MATOZINHOS FUNDICOES LTDA. EM RECUPERACAO JUDICIAL;19811058000224;1113;BR METALS;Consumidor Especial;ATIVO;Comercialização;SUDESTE;Não
1124;CARAMURU PIE I;CARAMURU ALIMENTOS S.A.;00080671000100;1124;CARAMURU;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1125;ELEJOR;ELEJOR - CENTRAIS ELETRICAS DO RIO JORDAO S.A.;04557307000149;1125;ELEJOR;Produtor Independente;ATIVO;Geração;SUL;Não
1127;GUARDIAN;GUARDIAN DO BRASIL VIDROS PLANOS LTDA;01410577000134;1127;GUARDIAN;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1131;SERRA GRANDE;MINERACAO SERRA GRANDE S A;42445403000194;1131;SERRA GRANDE;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1133;PROCTER&GAMBLE;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;01358874000188;1133;PROCTER&GAMBLE;Consumidor Especial;ATIVO;Comercialização;SUDESTE;Não
1134;MEXICHEM JLLE;MEXICHEM BRASIL INDUSTRIA DE TRANSFORMACAO PLASTICA LTDA;58514928000174;1134;MEXICHEM JLLE;Consumidor Especial;ATIVO;Comercialização;SUL;Não
1135;ROMI;INDUSTRIAS ROMI S A;56720428000163;1135;ROMI;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1137;MESSER GASES;MESSER GASES LTDA.;60619202000148;1137;MESSER GASES;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1138;CGH WILLY FALLER;MAFRAS ENERGIA E REFLORESTAMENTO LTDA;76312008000155;1138;CGH WILLY FALLER;Produtor Independente;ATIVO;Geração;SUL;Não
1139;HIDROMARCOS;HIDRELETRICA RIO SAO MARCOS LTDA;04198857000119;1139;HIDROMARCOS;Produtor Independente;ATIVO;Geração;SUL;Não
1140;CEMIG GERACAO;CEMIG GERACAO E TRANSMISSAO S.A;06981176000158;1140;CEMIG GERACAO;Gerador;ATIVO;Geração;SUDESTE;Não
1141;CEMIG DISTRIB;CEMIG DISTRIBUICAO S.A;06981180000116;1141;CEMIG DISTRIB;Distribuidor;ATIVO;Distribuição;SUDESTE;Não
1142;ARCOR;ARCOR DO BRASIL LTDA.;54360656001701;1142;ARCOR;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1143;ANHAMBI ALIM;ANHAMBI ALIMENTOS LTDA;78569688000112;1143;ANHAMBI ALIM;Consumidor Especial;ATIVO;Comercialização;SUL;Não
1144;TEXTILCANATIBA;TEXTIL CANATIBA LTDA;56723091000148;1144;TEXTILCANATIBA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1145;PAPEIS SUDESTE;INDUSTRIA DE PAPEIS SUDESTE LTDA EM RECUPERACAO JUDICIAL;02886413000493;1145;PAPEIS SUDESTE;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1148;HOLCIM;LAFARGEHOLCIM (BRASIL) S.A.;60869336000117;1148;HOLCIM;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1149;SAMARCO;SAMARCO MINERACAO S.A. EM RECUPERACAO JUDICIAL;16628281000161;1149;SAMARCO;Autoprodutor;ATIVO;Geração;SUDESTE;Não
1150;MICHELIN;SOCIEDADE MICHELIN DE PARTICIPACOES INDUST E COMERCIO LTDA;50567288000159;1150;MICHELIN;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1151;STOLA;STOLA DO BRASIL LTDA;02069153000110;1151;STOLA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1154;LITORAL PLAZA;LITORAL PLAZA ADMINISTRADORA DE SHOPPING CENTERS LTDA.;02884951000104;1154;LITORAL PLAZA;Consumidor Especial;ATIVO;Comercialização;SUDESTE;Não
1155;CEMIG TRADING;CEMIG TRADING S.A.;05263973000137;1155;CEMIG TRADING;Comercializador;ATIVO;Comercialização;SUDESTE;Não
1156;FIAT AUTO;FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.;16701716000156;1156;FIAT AUTO;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1158;GRANHA1;GRANHA LIGAS LTDA;05833746000108;1158;GRANHA1;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1159;CARGILL ULA;CARGILL AGRICOLA S A;60498706013488;1159;CARGILL ULA;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1160;OXITENO;OXITENO S A INDUSTRIA E COMERCIO;62545686000153;1160;OXITENO;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1162;TRAMONTINA CL;TRAMONTINA SA CUTELARIA;90050238000114;1162;TRAMONTINA CL;Consumidor Livre;ATIVO;Comercialização;SUL;Não
1164;RIAL;RIMA INDUSTRIAL S/A;18279158000108;1164;RIAL;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
1165;TRANSPETRO;PETROBRAS TRANSPORTE S.A - TRANSPETRO;02709449000159;1165;TRANSPETRO;Consumidor Livre;ATIVO;Comercialização;SUDESTE;Não
